sorting number	name	instance of	date of birth	date of death	sex	occupation or domain	geographic circles	Bibliotheque nationale de France Catalogue	data.bnf	Wikidata	ISNI	VIAF	Annuaire prosopographique : la France savante	In Who Was Who in Egyptology	Note
1	A Professor	human	unknown	unknown	male	professor	unknown								
2	[Signataire non identifié]	human	unknown	unknown	unknown	unknown	Netherlands								From Amsterdam (Netherlands)
3	[Signataire(s) non identifié(s)]	human	unknown	unknown	unknown	unknown	unknown								
4	Abel, Carl	human	1837	1906	male	linguist ; egyptologist ; writer	Germany			https://www.wikidata.org/wiki/Q99894	http://isni.org/isni/0000000108773444	http://viaf.org/viaf/20420732		yes	
5	Académie des inscriptions et belles-lettres	organisation	no	no	no	unknown	France ; Paris	https://catalogue.bnf.fr/ark:/12148/cb118621340	https://data.bnf.fr/ark:/12148/cb118621340	https://www.wikidata.org/wiki/Q337526	http://isni.org/isni/0000000121524813	http://viaf.org/viaf/126085610			Letter anouncing to Chabas he has been nominated as a correspondant
6	Académie royale des Sciences à Amsterdam	organisation	no	no	no	unknown	Netherlands	https://catalogue.bnf.fr/ark:/12148/cb11930623s	https://data.bnf.fr/ark:/12148/cb11930623s	https://www.wikidata.org/wiki/Q253439	http://isni.org/isni/0000000121536865	http://viaf.org/viaf/127339097			
7	Académie royale des Sciences et des Lettres	organisation	no	no	no	unknown	unknown								
8	Albert, Aristide	human	1821	1903	male	local historian ; librarian	France	https://catalogue.bnf.fr/ark:/12148/cb12462033t	https://data.bnf.fr/ark:/12148/cb12462033t		http://isni.org/isni/0000000034204440			no	From Briançon (Hautes-Alpes)
9	Allemant, Eugène	human	1837	unknown	male	antiquarian seller	France							yes	
10	Ancessi, Victor	human	1844	1878	male	egyptologist	France	https://catalogue.bnf.fr/ark:/12148/cb10542475b	https://data.bnf.fr/ark:/12148/cb10542475b					yes	
11	Aniéré, C.	human	unknown	unknown	unknown	unknown	France							no	From Dieppe (Seine-Maritime)
12	Arbaumont, Jules d'	human	1831	1916	male	historian ; naturalist	France ; Burgundy	https://catalogue.bnf.fr/ark:/12148/cb12427384x	https://data.bnf.fr/ark:/12148/cb12427384x	https://www.wikidata.org/wiki/Q28841614	http://isni.org/isni/0000000109180106	http://viaf.org/viaf/76694375	https://cths.fr/an/savant.php?id=2253	no	
13	Arcelin, Adrien	human	1838	1904	male	geologist ; archaeologist ; prehistorian ; archivist	France ; Saône-et-Loire	https://catalogue.bnf.fr/ark:/12148/cb11889031s	https://data.bnf.fr/ark:/12148/cb11889031s	https://www.wikidata.org/wiki/Q2825116	http://isni.org/isni/0000000005010815	http://viaf.org/viaf/29529199	https://cths.fr/an/savant.php?id=1660	yes	
14	Aubert-Roche, Louis-Rémy (docteur)	human	1810	1874	male	doctor	Egypt	https://catalogue.bnf.fr/ark:/12148/cb13013535j	https://data.bnf.fr/ark:/12148/cb13013535j					no	Doctor in Egypt (in Alexandria, then for the Suez Canal Company)
15	Aubert, Édouard	human	1814	1888	male	archaeologist	France	https://catalogue.bnf.fr/ark:/12148/cb133205555	https://data.bnf.fr/ark:/12148/cb133205555	https://www.wikidata.org/wiki/Q19629759	http://isni.org/isni/0000000061220075	http://viaf.org/viaf/88068887	https://cths.fr/an/savant.php?id=784	no	Member of the Société nationale des antiquaires de France
16	Aurès, Auguste	human	1806	1894	male	egyptologist ; archaeologist ; engineer	France	https://catalogue.bnf.fr/ark:/12148/cb12314378w	https://data.bnf.fr/ark:/12148/cb12314378w	https://www.wikidata.org/wiki/Q55761407		http://viaf.org/viaf/66534256	https://cths.fr/an/savant.php?id=102792	yes	
17	Avon, Adolphe	human	1841	1918	male	military officer	France	https://catalogue.bnf.fr/ark:/12148/cb169328465	https://data.bnf.fr/ark:/12148/cb169328465					no	A Captain
18	Avril, Charles	human	unknown	unknown	male	unknown	unknown							no	
19	Aymard, Auguste	human	1809	1889	male	archivist ; local historian ; curator ; prehistorian ; archaeologist	France ; Auvergne	https://catalogue.bnf.fr/ark:/12148/cb101953843	https://data.bnf.fr/ark:/12148/cb101953843		http://isni.org/isni/0000000071039691		https://cths.fr/an/savant.php?id=1310	no	
20	Aymonier, Étienne	human	1844	1929	male	traveller ; anthropologist ; linguist ; archaeologist ; military officer ; photographer	France	https://catalogue.bnf.fr/ark:/12148/cb12285971n	https://data.bnf.fr/ark:/12148/cb12285971n	https://www.wikidata.org/wiki/Q451154	http://isni.org/isni/0000000121365082	http://viaf.org/viaf/64068817	https://cths.fr/an/savant.php?id=113851#	no	
21	Azémar, A.C.	human	unknown	unknown	unknown	unknown	unknown							no	There is also a “J. C. Azémar” who wrote to Chabas in 1870
22	Azémar, J.C.	human	unknown	unknown	unknown	unknown	unknown							no	There is also an “A. C. Azémar” who wrote to Chabas in 1864
23	Babut, Laurent	human	unknown	unknown	male	unknown	France							no	From Chambéry (Savoie)
24	Bagster (?)	human	unknown	unknown	unknown	unknown	United Kingdom							no	From London (United Kingdom)
25	Bailleau, Joseph	human	1830	1909	male	doctor ; prehistorian ; archaeologist	France ; Auvergne	https://catalogue.bnf.fr/ark:/12148/cb106661396	https://data.bnf.fr/ark:/12148/cb106661396			http://viaf.org/viaf/299084982	https://cths.fr/an/savant.php?id=107484	no	From Pierrefitte-sur-Loire (Allier)
26	Baillet, Auguste	human	1834	1923	male	egyptologist ; archivist ; magistrate	France	https://catalogue.bnf.fr/ark:/12148/cb134803013	https://data.bnf.fr/ark:/12148/cb134803013	https://www.wikidata.org/wiki/Q34474200	http://isni.org/isni/0000000006506353	http://viaf.org/viaf/161262	https://cths.fr/an/savant.php?id=1680	yes	
27	Baillet, Ch.	human	unknown	unknown	unknown	unknown	unknown							no	
28	Barack, Karl August	human	1827	1900	male	librarian	Germany	https://catalogue.bnf.fr/ark:/12148/cb123782090	https://data.bnf.fr/ark:/12148/cb123782090	https://www.wikidata.org/wiki/Q1730339	http://isni.org/isni/0000000120207146	http://viaf.org/viaf/9929094	https://cths.fr/an/savant.php?id=101289	no	
29	Barbier	human	1800	1874	male	politician	France ; Paris			https://www.wikidata.org/wiki/Q16669944				no	Customs director general ('directeur général des Douanes')
30	Baroche, Pierre Jules	human	1802	1870	male	lawyer ; politician	France ; Paris	https://catalogue.bnf.fr/ark:/12148/cb14435719k	https://data.bnf.fr/ark:/12148/cb14435719k	https://www.wikidata.org/wiki/Q3385651	http://isni.org/isni/0000000115570274	http://viaf.org/viaf/66683795		no	
31	Barty, P.	human	unknown	unknown	male	writer	France							no	Editor from the République française
32	Barucchi, Francesco	human	1801	1869	male	professor ; historian ; curator ; egyptologist	Italy			https://www.wikidata.org/wiki/Q59711478	http://isni.org/isni/0000000036754921	http://viaf.org/viaf/70780615		no	Director of the Museo Egizio; has written on Egyptian chronology (https://gallica.bnf.fr/ark:/12148/bpt6k6250056f/f102.item)
33	Batault, Henri	human	1815	1890	male	lawyer ; historian ; numismatist	France ; Saône-et-Loire	https://catalogue.bnf.fr/ark:/12148/cb13013545v	https://data.bnf.fr/ark:/12148/cb13013545v					no	From Chalon-sur-Saône (Saône-et-Loire)
34	Battenberg (veuve) et Mayer	human	unknown	unknown	female	unknown	unknown							no	
35	Baudot, Henri	human	1799	1880	male	archaeologist ; curator ; lawyer	France ; Burgundy	https://catalogue.bnf.fr/ark:/12148/cb12448340z	https://data.bnf.fr/ark:/12148/cb12448340z		http://isni.org/isni/0000000001492204		https://cths.fr/an/savant.php?id=123369	no	From Côte-d’Or
36	Baye (baronne de)	human	unknown	unknown	female	unknown	France							no	
37	Baye, Joseph de	human	1853	1931	male	archaeologist ; historian	France ; Paris	https://catalogue.bnf.fr/ark:/12148/cb12949411r	https://data.bnf.fr/ark:/12148/cb12949411r	https://www.wikidata.org/wiki/Q15973578	http://isni.org/isni/0000000108546874	http://viaf.org/viaf/2603057	https://cths.fr/an/savant.php?id=123	no	
38	Bazin, J.	human	unknown	unknown	unknown	unknown	unknown							no	
39	Beaucaire aîné	human	unknown	unknown	male	unknown	unknown							no	There is a S. Beaucaire aîné, knight of the Légion d'honneur, administrator of the Caisse d'épargne, who wrote about electoral law
40	Beaudoin, Jules	human	unknown	unknown	male	unknown	France ; Burgundy							no	From Châtillon-sur-Seine (Côte-d'Or)
41	Beauvois, Eugène	human	1835	1912	male	historian ; archaeologist	France ; Burgundy	https://catalogue.bnf.fr/ark:/12148/cb103859330	https://data.bnf.fr/ark:/12148/cb103859330	https://www.wikidata.org/wiki/Q29378300	http://isni.org/isni/0000000082866297	http://viaf.org/viaf/104489297		no	From Corberon (cf. BiÉg 9, p. CXXXVII); also described in https://catalogue.bnf.fr/ark:/12148/cb103859330
42	Bellaguet, Louis François	human	1807	1884	male	civil servant ; historian	France	https://catalogue.bnf.fr/ark:/12148/cb124090129	https://data.bnf.fr/ark:/12148/cb124090129	https://www.wikidata.org/wiki/Q28028491	http://isni.org/isni/0000000116345765	http://viaf.org/viaf/46847556	https://cths.fr/an/savant.php?id=151	no	Public Education inspector; vice-chairman of the Société de l’histoire de France
43	Bernard, Thalès	human	1821	1873	male	writer	France	https://catalogue.bnf.fr/ark:/12148/cb137434740	https://data.bnf.fr/ark:/12148/cb137434740	https://www.wikidata.org/wiki/Q3519481	http://isni.org/isni/0000000001989608	http://viaf.org/viaf/39554949		no	
44	Berry (abbé)	human	unknown	unknown	male	unknown	unknown							no	
45	Berthier, V.	human	unknown	unknown	unknown	unknown	France							no	From Toulon (Var)
46	Bertrand, Alexandre	human	1820	1902	male	archaeologist ; professor ; curator	France ; Paris	https://catalogue.bnf.fr/ark:/12148/cb12363123v ; https://catalogue.bnf.fr/ark:/12148/cb12363123v15290696k	https://data.bnf.fr/ark:/12148/cb12363123v ; https://data.bnf.fr/ark:/12148/cb12363123v15290696k	https://www.wikidata.org/wiki/Q2342814	http://isni.org/isni/0000000066299499	http://viaf.org/viaf/49301782	https://cths.fr/an/savant.php?id=815	no	
47	Bertrand	human	unknown	unknown	unknown	unknown	France ; Auvergne							no	Vice-chairman of the Société d'émulation de l'Allier
48	Bibliothèque de la ville de Marseille	organisation	no	no	no	librarian	France	https://catalogue.bnf.fr/ark:/12148/cb118624533	https://data.bnf.fr/ark:/12148/cb118624533					no	
49	Birch, Samuel	human	1813	1885	male	linguist ; anthropologist ; egyptologist ; numismatist	United Kingdom	https://catalogue.bnf.fr/ark:/12148/cb13088768q	https://data.bnf.fr/ark:/12148/cb13088768q	https://www.wikidata.org/wiki/Q2742058	http://isni.org/isni/0000000080805298	http://viaf.org/viaf/757450	https://cths.fr/an/savant.php?id=124854	yes	
50	Bizot, Amélie	human	unknown	unknown	female	unknown	unknown							no	
51	Boban, Eugène	human	1834	1908	male	anthropologist ; antiquarian seller	France ; Paris	https://catalogue.bnf.fr/ark:/12148/cb150413431	https://data.bnf.fr/ark:/12148/cb150413431	https://www.wikidata.org/wiki/Q1061263	http://isni.org/isni/000000003619862X	http://viaf.org/viaf/54431330	https://cths.fr/an/savant.php?id=103747	no	
52	Boissard, E.	human	unknown	unknown	unknown	unknown	unknown							no	
53	Boisseau	human	unknown	unknown	unknown	unknown	France ; Auvergne							no	From Pierrefitte; see also Dr Bailleau, from Pierrefitte-sur-Loire?
54	Bonnetty, Augustin	human	1798	1879	male	philosopher	France	https://catalogue.bnf.fr/ark:/12148/cb127330391	https://data.bnf.fr/ark:/12148/cb127330391	https://www.wikidata.org/wiki/Q4821093	http://isni.org/isni/0000000061441513	http://viaf.org/viaf/71516575		no	
55	Boosh, J.C.G.	human	unknown	unknown	unknown	unknown	unknown							no	
56	Bortolotti, Pierre	human	1818	1894	male	mathematician ; archaeologist ; egyptologist	Italy	https://catalogue.bnf.fr/ark:/12148/cb10463747d	https://data.bnf.fr/ark:/12148/cb10463747d	https://www.wikidata.org/wiki/Q55225886	http://isni.org/isni/0000000061281898	http://viaf.org/viaf/39751097		no	Archaeologist from Modena (Italy)
57	Bosredon (comte de)	human	unknown	unknown	male	unknown	unknown							no	? https://data.bnf.fr/ark:/12148/cb12591788k ? (does not seem an archaeologsist in 1870 though)
58	Bouchié (Madame)	human	unknown	unknown	female	unknown	unknown							no	
59	Boulleau, A.	human	unknown	unknown	unknown	unknown	unknown							no	
60	Bourbeau, Louis Olivier	human	1811	1877	male	politician	France	https://catalogue.bnf.fr/ark:/12148/cb104280188	https://data.bnf.fr/ark:/12148/cb104280188	https://www.wikidata.org/wiki/Q3350850	http://isni.org/isni/0000000371565677	http://viaf.org/viaf/27449114		no	Public education minister (1869-1870), Vienne deputy and senator
61	Bourdon	human	unknown	unknown	unknown	unknown	unknown							no	
62	Boureil, Martin	human	unknown	unknown	male	artist	France ; Saône-et-Loire							no	Painter from Tournus (Saône-et-Loire)
63	Bourgeois, L. (abbé)	human	unknown	unknown	male	professor ; priest	France							no	From a school of Pontlevoy (Loir-et-Cher) ; = https://cths.fr/an/savant.php?id=123678 ?
64	Boysset, Charles Guillaume	human	1817	1901	male	politician ; lawyer ; sociologist	France	https://catalogue.bnf.fr/ark:/12148/cb106275418	https://data.bnf.fr/ark:/12148/cb106275418	https://www.wikidata.org/wiki/Q8305634	http://isni.org/isni/0000000390067235	http://viaf.org/viaf/283649481	https://cths.fr/an/savant.php?id=123885	no	
65	Breittmayer, Albert	human	1831	1911	male	engineer	unknown	https://catalogue.bnf.fr/ark:/12148/cb10494778j	https://data.bnf.fr/ark:/12148/cb10494778j		http://isni.org/isni/0000000420442981			no	Given in brackets by the catalogue
66	British Museum	organisation	unknown	unknown	no	unknown	United Kingdom			https://www.wikidata.org/wiki/Q6373				no	
67	Broca, Paul	human	1824	1880	male	doctor ; anthropologist ; naturalist ; politician	France ; Paris	https://catalogue.bnf.fr/ark:/12148/cb11894093b	https://data.bnf.fr/ark:/12148/cb11894093b	https://www.wikidata.org/wiki/Q311276	http://isni.org/isni/000000012095626X	http://viaf.org/viaf/14766849	http://cths.fr/an/savant.php?id=784	no	
68	Brocard, Marcel	human	unknown	unknown	male	unknown	unknown							no	? https://data.bnf.fr/ark:/12148/cb15582429p ? (doctor)
69	Brugsch, Heinrich	human	1827	1894	male	anthropologist ; archaeologist ; egyptologist ; professor	Germany	https://catalogue.bnf.fr/ark:/12148/cb13538401f	https://data.bnf.fr/ark:/12148/cb13538401f	https://www.wikidata.org/wiki/Q213729	http://isni.org/isni/0000000120956788	http://viaf.org/viaf/17384630		yes	
70	Brun, J.	human	unknown	unknown	unknown	unknown	France ; Paris							no	From Paris
71	Brun, Lucien	human	1822	1898	male	politician ; lawyer	France	https://catalogue.bnf.fr/ark:/12148/cb11793609v	https://data.bnf.fr/ark:/12148/cb11793609v	https://www.wikidata.org/wiki/Q3265405	http://isni.org/isni/0000000066304630	http://viaf.org/viaf/88798364		no	
72	Brunet de Presle, Charles	human	1809	1875	male	linguist ; professor ; historian	France ; Paris	https://catalogue.bnf.fr/ark:/12148/cb124629699	https://data.bnf.fr/ark:/12148/cb124629699	https://www.wikidata.org/wiki/Q4097433	http://isni.org/isni/0000000357848507	http://viaf.org/viaf/203410427	https://cths.fr/an/savant.php?id=1102	yes	
73	Brunet, J.	human	1829	1891	male	politician ; magistrate	France ; Paris	https://catalogue.bnf.fr/ark:/12148/cb10727229r	https://data.bnf.fr/ark:/12148/cb10727229r	https://www.wikidata.org/wiki/Q3184674	http://isni.org/isni/0000000123360832	http://viaf.org/viaf/173127175	https://cths.fr/an/savant.php?id=109187	no	Public education minister
74	Bruston, Charles	human	1838	1937	male	theologian ; professor	France	https://catalogue.bnf.fr/ark:/12148/cb13013821p	https://data.bnf.fr/ark:/12148/cb13013821p	https://www.wikidata.org/wiki/Q20669072	http://isni.org/isni/0000000122114672	http://viaf.org/viaf/58628600		no	
75	Bugniot, Claude Félix	human	1828	1898	male	priest	France ; Saône-et-Loire	https://catalogue.bnf.fr/ark:/12148/cb130031190	https://data.bnf.fr/ark:/12148/cb130031190		http://isni.org/isni/000000000181762X			no	
76	Buland	human	unknown	unknown	unknown	unknown	unknown							no	
77	Buland, Pierre	human	unknown	unknown	male	unknown	unknown							no	
78	Bulliot, Jacques-Gabriel	human	1817	1902	male	archaeologist ; businessman	France ; Saône-et-Loire	https://catalogue.bnf.fr/ark:/12148/cb130025891	https://data.bnf.fr/ark:/12148/cb130025891	https://www.wikidata.org/wiki/Q3158956	http://isni.org/isni/0000000108233560	http://viaf.org/viaf/73985730	http://cths.fr/an/savant.php?id=107918	no	
79	Burgat (de), William (abbé)	human	unknown	unknown	male	priest	Italy							no	BiÉg 9, p. XXI cites 'abbot William de Burgat, from Rome'
80	Busson, Gustave	human	1844	1914	male	priest	France	https://catalogue.bnf.fr/ark:/12148/cb13003951p	https://data.bnf.fr/ark:/12148/cb13003951p					no	
81	Cadet de Gassicourt, Charles Louis Félix	human	unknown	unknown	male	unknown	unknown							no	
82	Cahen, Samuel	human	1796	1862	male	writer ; hebraist ; linguist	France ; Paris	https://catalogue.bnf.fr/ark:/12148/cb12463203p	https://data.bnf.fr/ark:/12148/cb12463203p	https://www.wikidata.org/wiki/Q3471072	http://isni.org/isni/0000000110234562	http://viaf.org/viaf/29630858	https://cths.fr/an/savant.php?id=118609	no	
83	Cailliaud, Fernand	human	unknown	unknown	male	unknown	unknown							no	
84	Cailliaud, Frédéric	human	1787	1869	male	traveller ; naturalist ; geologist ; curator	France	https://catalogue.bnf.fr/ark:/12148/cb14970971q	https://data.bnf.fr/ark:/12148/cb14970971q	https://www.wikidata.org/wiki/Q967538	http://isni.org/isni/000000008343594X	http://viaf.org/viaf/51723198	https://cths.fr/an/savant.php?id=120126	yes	
85	Caix de Saint-Aymour, Amédée de	human	1843	1921	male	linguist ; historian ; archaeologist ; politician	France ; Paris	https://catalogue.bnf.fr/ark:/12148/cb13476926b	https://data.bnf.fr/ark:/12148/cb13476926b	https://www.wikidata.org/wiki/Q4218777	http://isni.org/isni/0000000110258935	http://viaf.org/viaf/44448137	https://cths.fr/an/savant.php?id=116524	no	
86	Canat, Marcel	human	1811	1891	male	lawyer ; local historian	France ; Saône-et-Loire	https://catalogue.bnf.fr/ark:/12148/cb11895006t	https://data.bnf.fr/ark:/12148/cb11895006t	https://www.wikidata.org/wiki/Q90422301	http://isni.org/isni/0000000061188351	http://viaf.org/viaf/8554	https://cths.fr/an/savant.php?id=107585	no	
87	Capellini, Giovanni	human	1833	1922	male	paleontologist ; naturalist ; professor ; geologist ; politician	Italy	https://catalogue.bnf.fr/ark:/12148/cb153534158	https://data.bnf.fr/ark:/12148/cb153534158	https://www.wikidata.org/wiki/Q451416	http://isni.org/isni/000000012281453X	http://viaf.org/viaf/69232941		no	
88	Cara, Gaetano	human	1803	1877	male	curator ; naturalist	Italy	https://catalogue.bnf.fr/ark:/12148/cb12958477n	https://data.bnf.fr/ark:/12148/cb12958477n	https://www.wikidata.org/wiki/Q5516677	http://isni.org/isni/000000047667567X			no	From the Cagliari Museum of antiquities; the catalogue has 'Giovanni' as first name, but it is probably Gaetano
89	Carlhian, Fréd.	human	unknown	unknown	male	military officer	France							no	Military, with rank of sergent major in the 119th Line Regiment
90	Carlhian, Virginie	human	unknown	unknown	female	unknown	France							no	From Briançon (Hautes-Alpes)
91	Castan, A.	human	1833	1892	male	historian ; librarian ; archaeologist ; archivist	France	https://catalogue.bnf.fr/ark:/12148/cb11895463r	https://data.bnf.fr/ark:/12148/cb11895463r	https://www.wikidata.org/wiki/Q766823	http://isni.org/isni/000000006629353X	http://viaf.org/viaf/4927747	https://cths.fr/an/savant.php?id=1162	no	
92	Caumont, Arcisse de	human	1801	1873	male	anthropologist ; historian ; archaeologist ; lawyer ;  geologist	France ; Normandy	https://catalogue.bnf.fr/ark:/12148/cb118955960	https://data.bnf.fr/ark:/12148/cb118955960	https://www.wikidata.org/wiki/Q2860647	http://isni.org/isni/0000000121363132	http://viaf.org/viaf/64003160	https://cths.fr/an/savant.php?id=371	no	
93	Cerquand, Jean-François	human	1816	1888	male	folklorist ; historian ; civil servant	France	https://catalogue.bnf.fr/ark:/12148/cb122908345	https://data.bnf.fr/ark:/12148/cb122908345	https://www.wikidata.org/wiki/Q578474	http://isni.org/isni/000000004935285X	http://viaf.org/viaf/49288583	https://cths.fr/an/savant.php?id=2360	no	
94	Chabas, Fred.	human	unknown	unknown	unknown	unknown	unknown							no	
95	Chabas, O.	human	unknown	unknown	unknown	unknown	France							no	From Nantes (Loire-Atlantique)
96	Chabas, P.	human	unknown	unknown	unknown	unknown	France ; Saône-et-Loire							no	From Chalon-sur-Saône (Saône-et-Loire)
97	Chagot, Charles	human	unknown	unknown	male	unknown	unknown							no	
98	Chagot, Jules	human	1801	unknown	male	businessman ; politician	France ; Saône-et-Loire			https://www.wikidata.org/wiki/Q30127849				no	
99	Chancellerie de la Légion d'honneur	organisation	unknown	unknown	no		France ; Paris							no	
100	Chancellerie de la légation des Pays-Bas	organisation	unknown	unknown	no	diplomat	France			https://www.wikidata.org/wiki/Q2841848				no	
101	Changarnier-Moissenet, A.	human	unknown	unknown	male	numismatist	France							no	Numismatist
102	Chantre, Ernest	human	1843	1924	male	anthropologist ; archaeologist ; professor ; geologist ; naturalist ; curator ; photographer	France ; Rhône	https://catalogue.bnf.fr/ark:/12148/cb12198207c	https://data.bnf.fr/ark:/12148/cb12198207c	https://www.wikidata.org/wiki/Q3056891	http://isni.org/isni/0000000122776940	http://viaf.org/viaf/27113208	https://cths.fr/an/savant.php?id=787	no	
103	Charles XV de Suède	human	1826	1872	male	monarch	Sweden	https://catalogue.bnf.fr/ark:/12148/cb10614830h	https://data.bnf.fr/ark:/12148/cb10614830h	https://www.wikidata.org/wiki/Q52925	http://isni.org/isni/0000000382591686	http://viaf.org/viaf/265309035		no	
104	Chassang?	human	unknown	unknown	unknown	unknown	unknown							no	
105	Chénier, J.	human	unknown	unknown	unknown	unknown	unknown							no	
106	Chevallier, Alfred (abbé)	human	1845	1910	male	priest ; local historian	France	https://catalogue.bnf.fr/ark:/12148/cb12125134t	https://data.bnf.fr/ark:/12148/cb12125134t					no	
107	Chevallier, Auguste	human	unknown	unknown	male	unknown	unknown							no	
108	Chevrier, Antoine	human	unknown	unknown	male	businessman ; geographer	France ; Saône-et-Loire	https://catalogue.bnf.fr/ark:/12148/cb10430117g	https://data.bnf.fr/ark:/12148/cb10430117g				https://cths.fr/an/savant.php?id=112440	no	Member of the Saône-et-Loire chamber of commerce
109	Chevrier, Jules	human	1816	1883	male	artist ; archaeologist ; collector	France	https://catalogue.bnf.fr/ark:/12148/cb118966599	https://data.bnf.fr/ark:/12148/cb118966599	https://www.wikidata.org/wiki/Q29365142	http://isni.org/isni/0000000066408915	http://viaf.org/viaf/9844615	https://cths.fr/an/savant.php?id=107541	no	
110	Cipolla, Carlo	human	1854	1916	male	historian	Italy	https://catalogue.bnf.fr/ark:/12148/cb12381586s	https://data.bnf.fr/ark:/12148/cb12381586s	https://www.wikidata.org/wiki/Q3659200	http://isni.org/isni/0000000108898642	http://viaf.org/viaf/39459547		no	
111	Clermont-Ganneau, Charles	human	1846	1923	male	orientalist	France ; Paris	https://catalogue.bnf.fr/ark:/12148/cb12166514c	https://data.bnf.fr/ark:/12148/cb12166514c	https://www.wikidata.org/wiki/Q2623694	http://isni.org/isni/0000000108138424	http://viaf.org/viaf/17263280	https://cths.fr/an/savant.php?id=108651	yes	In 1865 not yet an archaeologist, professor nor diplomat
112	Cocheris, Hippolyte	human	1829	1882	male	librarian ; historian ; politician ; archivist ; civil servant	France ; Paris	https://catalogue.bnf.fr/ark:/12148/cb121513163	https://data.bnf.fr/ark:/12148/cb121513163	https://www.wikidata.org/wiki/Q18509073	http://isni.org/isni/0000000066432990	http://viaf.org/viaf/41877863	https://cths.fr/an/savant.php?id=672	no	
113	Cohendy, Michel	human	1811	1889	male	archivist ; local historian	France	https://catalogue.bnf.fr/ark:/12148/cb10347047v	https://data.bnf.fr/ark:/12148/cb10347047v					no	
114	Cohn, Isaac	human	unknown	unknown	male	unknown	unknown							no	
115	Colmi-Bey (?)	human	unknown	unknown	male	unknown	Egypt							no	Member of the Institut égyptien in Alexandria
116	Colonna Walewski, Alexandre	human	1810	1868	male	politician ; diplomat	France	https://catalogue.bnf.fr/ark:/12148/cb10730075w	https://data.bnf.fr/ark:/12148/cb10730075w	https://www.wikidata.org/wiki/Q435375	http://isni.org/isni/0000000115569687	http://viaf.org/viaf/62344606	https://cths.fr/an/savant.php?id=107267	no	Foreign Affairs Minister
117	Congrès de Saint-Pétersbourg (Russie)	organisation	unknown	unknown	no	unknown	Russia			https://www.wikidata.org/wiki/Q56063214				no	
118	Congrès des orientalistes de Lyon (1878)	organisation	unknown	unknown	no	unknown	France ; Rhône	https://catalogue.bnf.fr/ark:/12148/cb10757825n	https://data.bnf.fr/ark:/12148/cb10757825n					no	
119	Congrès international d'anthropologie et d'archéologie préhistoriques	organisation	unknown	unknown	no	unknown	France	https://catalogue.bnf.fr/ark:/12148/cb125105795	https://data.bnf.fr/ark:/12148/cb125105795	https://www.wikidata.org/wiki/Q65127005				no	
120	Cooper, Basil Henry	human	1819	1891	male	priest ; egyptologist	United Kingdom	https://catalogue.bnf.fr/ark:/12148/cb104965654	https://data.bnf.fr/ark:/12148/cb104965654					yes	
121	Cooper, William Ricketts	human	1843	1878	male	orientalist ; egyptologist	United Kingdom			https://www.wikidata.org/wiki/Q18534965	http://isni.org/isni/0000000061234565	http://viaf.org/viaf/24999764		yes	
122	Coppi, Francesco	human	unknown	unknown	male	unknown	Italy							no	From Modena (Italy)
123	Cosquin, Emmanuel	human	1841	1919	male	folklorist ; orientalist	France	https://catalogue.bnf.fr/ark:/12148/cb13009253w	https://data.bnf.fr/ark:/12148/cb13009253w	https://www.wikidata.org/wiki/Q3052656	http://isni.org/isni/000000008125378X	http://viaf.org/viaf/46894565	https://cths.fr/an/savant.php?id=115339#	no	
124	Cosson, Charles Alexandre de	human	1846	1929	male	collector ; traveller	unknown	https://catalogue.bnf.fr/ark:/12148/cb11054238j	https://data.bnf.fr/ark:/12148/cb11054238j	https://www.wikidata.org/wiki/Q47542851				no	
125	Costaz	human	unknown	unknown	unknown	unknown	France							no	From Briançon (Hautes-Alpes)
126	Cotteau, Gustave	human	1818	1894	male	magistrate ; geologist ; naturalist ; curator	France ; Burgundy	https://catalogue.bnf.fr/ark:/12148/cb14637978g	https://data.bnf.fr/ark:/12148/cb14637978g				https://cths.fr/an/savant.php?id=105729	no	
127	Couturier (Madame)	human	unknown	unknown	female	unknown	unknown							no	
128	Creuly (général)	human	1795	1879	male	military officer ; historian	France ; Normandy	https://catalogue.bnf.fr/ark:/12148/cb106005655	https://data.bnf.fr/ark:/12148/cb106005655				https://cths.fr/an/savant.php?id=1425	no	
129	Dacosta, E.	human	unknown	unknown	male	rabbi	France ; Paris							no	BiÉg 9, p. CXVII: rabbi from Paris
130	Danielssen, Fred.	human	unknown	unknown	unknown	unknown	unknown							no	
131	Darnault, Alph.	human	unknown	unknown	male	politician	France							no	City councillor in Finistère
132	Daury (abbé)	human	unknown	unknown	male	priest	unknown							no	
133	Delafond, Frédéric	human	1844	1933	male	geologist	France ; Saône-et-Loire	https://catalogue.bnf.fr/ark:/12148/cb15315285j	https://data.bnf.fr/ark:/12148/cb15315285j	https://www.wikidata.org/wiki/Q19974553	http://isni.org/isni/000000001069334X	http://viaf.org/viaf/311466 		no	The catalogue gives 'E. Delafond', but it is more probably F. Delafond, collaborator to the journal 'L’égyptologie'; he also wrote with Perceval de Loriol a notice with a preface by Chabas on the 'Pentacrinus' of Sennecey-le-Grand
134	Delgeur, Louis	human	1819	1888	male	archaeologist	Belgium	https://catalogue.bnf.fr/ark:/12148/cb10305649w	https://data.bnf.fr/ark:/12148/cb10305649w	https://www.wikidata.org/wiki/Q28973725	http://isni.org/isni/000000038897563X	http://viaf.org/viaf/282265096		yes	Member of the Belgian Archaeology Academy
